"cidr","hostmin","hostmax","vendor"
"34.104.106.0/23","34.104.106.0","34.104.107.255","GCP"
"34.104.108.0/23","34.104.108.0","34.104.109.255","GCP"
"34.104.110.0/23","34.104.110.0","34.104.111.255","GCP"
"34.104.112.0/23","34.104.112.0","34.104.113.255","GCP"
"34.104.128.0/17","34.104.128.0","34.104.255.255","GCP"
"34.105.0.0/17","34.105.0.0","34.105.127.255","GCP"
"34.105.128.0/17","34.105.128.0","34.105.255.255","GCP"
"34.106.0.0/16","34.106.0.0","34.106.255.255","GCP"
"34.107.0.0/17","34.107.0.0","34.107.127.255","GCP"
"34.107.128.0/17","34.107.128.0","34.107.255.255","GCP"
"34.116.0.0/21","34.116.0.0","34.116.7.255","GCP"
"34.116.64.0/18","34.116.64.0","34.116.127.255","GCP"
"34.120.0.0/16","34.120.0.0","34.120.255.255","GCP"
"34.121.0.0/16","34.121.0.0","34.121.255.255","GCP"
"34.122.0.0/15","34.122.0.0","34.123.255.255","GCP"
"34.124.0.0/21","34.124.0.0","34.124.7.255","GCP"
"34.124.8.0/22","34.124.8.0","34.124.11.255","GCP"
"34.124.12.0/22","34.124.12.0","34.124.15.255","GCP"
"34.124.16.0/21","34.124.16.0","34.124.23.255","GCP"
"34.124.24.0/21","34.124.24.0","34.124.31.255","GCP"
"34.124.32.0/21","34.124.32.0","34.124.39.255","GCP"
"34.124.40.0/23","34.124.40.0","34.124.41.255","GCP"
"34.124.42.0/23","34.124.42.0","34.124.43.255","GCP"
"34.124.44.0/23","34.124.44.0","34.124.45.255","GCP"
"34.124.46.0/23","34.124.46.0","34.124.47.255","GCP"
"34.124.48.0/23","34.124.48.0","34.124.49.255","GCP"
"34.124.128.0/17","34.124.128.0","34.124.255.255","GCP"
"34.125.0.0/16","34.125.0.0","34.125.255.255","GCP"
"34.126.64.0/18","34.126.64.0","34.126.127.255","GCP"
"34.126.128.0/18","34.126.128.0","34.126.191.255","GCP"
"35.184.0.0/16","35.184.0.0","35.184.255.255","GCP"
"35.185.0.0/17","35.185.0.0","35.185.127.255","GCP"
"35.185.128.0/19","35.185.128.0","35.185.159.255","GCP"
"35.185.160.0/20","35.185.160.0","35.185.175.255","GCP"
"35.185.176.0/20","35.185.176.0","35.185.191.255","GCP"
"35.185.192.0/18","35.185.192.0","35.185.255.255","GCP"
"35.186.144.0/20","35.186.144.0","35.186.159.255","GCP"
"35.186.160.0/19","35.186.160.0","35.186.191.255","GCP"
"35.186.192.0/18","35.186.192.0","35.186.255.255","GCP"
"35.187.0.0/17","35.187.0.0","35.187.127.255","GCP"
"35.187.144.0/20","35.187.144.0","35.187.159.255","GCP"
"35.187.160.0/19","35.187.160.0","35.187.191.255","GCP"
"35.187.192.0/19","35.187.192.0","35.187.223.255","GCP"
"35.187.224.0/19","35.187.224.0","35.187.255.255","GCP"
"35.188.0.0/17","35.188.0.0","35.188.127.255","GCP"
"35.188.128.0/18","35.188.128.0","35.188.191.255","GCP"
"35.188.192.0/19","35.188.192.0","35.188.223.255","GCP"
"35.188.224.0/19","35.188.224.0","35.188.255.255","GCP"
"35.189.0.0/18","35.189.0.0","35.189.63.255","GCP"
"35.189.64.0/18","35.189.64.0","35.189.127.255","GCP"
"35.189.128.0/19","35.189.128.0","35.189.159.255","GCP"
"35.189.160.0/19","35.189.160.0","35.189.191.255","GCP"
"35.189.192.0/18","35.189.192.0","35.189.255.255","GCP"
"35.190.0.0/18","35.190.0.0","35.190.63.255","GCP"
"35.190.64.0/19","35.190.64.0","35.190.95.255","GCP"
"35.190.112.0/20","35.190.112.0","35.190.127.255","GCP"
"35.190.128.0/18","35.190.128.0","35.190.191.255","GCP"
"35.190.192.0/19","35.190.192.0","35.190.223.255","GCP"
"35.190.224.0/20","35.190.224.0","35.190.239.255","GCP"
"35.192.0.0/15","35.192.0.0","35.193.255.255","GCP"
"35.194.0.0/18","35.194.0.0","35.194.63.255","GCP"
"35.194.64.0/19","35.194.64.0","35.194.95.255","GCP"
"35.194.96.0/19","35.194.96.0","35.194.127.255","GCP"
"35.194.128.0/17","35.194.128.0","35.194.255.255","GCP"
"35.195.0.0/16","35.195.0.0","35.195.255.255","GCP"
"35.196.0.0/16","35.196.0.0","35.196.255.255","GCP"
"35.197.0.0/17","35.197.0.0","35.197.127.255","GCP"
"35.197.128.0/19","35.197.128.0","35.197.159.255","GCP"
"35.197.160.0/19","35.197.160.0","35.197.191.255","GCP"
"35.197.192.0/18","35.197.192.0","35.197.255.255","GCP"
"35.198.0.0/18","35.198.0.0","35.198.63.255","GCP"
"35.198.64.0/18","35.198.64.0","35.198.127.255","GCP"
"35.198.128.0/18","35.198.128.0","35.198.191.255","GCP"
"35.198.192.0/18","35.198.192.0","35.198.255.255","GCP"
"35.199.0.0/18","35.199.0.0","35.199.63.255","GCP"
"35.199.64.0/18","35.199.64.0","35.199.127.255","GCP"
"35.199.144.0/20","35.199.144.0","35.199.159.255","GCP"
"35.199.160.0/19","35.199.160.0","35.199.191.255","GCP"
"35.200.0.0/17","35.200.0.0","35.200.127.255","GCP"
"35.200.128.0/17","35.200.128.0","35.200.255.255","GCP"
"35.201.0.0/19","35.201.0.0","35.201.31.255","GCP"
"35.201.41.0/24","35.201.41.0","35.201.41.255","GCP"
"35.201.64.0/18","35.201.64.0","35.201.127.255","GCP"
"35.201.128.0/17","35.201.128.0","35.201.255.255","GCP"
"35.202.0.0/16","35.202.0.0","35.202.255.255","GCP"
"35.203.0.0/17","35.203.0.0","35.203.127.255","GCP"
"35.203.128.0/18","35.203.128.0","35.203.191.255","GCP"
"35.203.210.0/23","35.203.210.0","35.203.211.255","GCP"
"35.203.212.0/22","35.203.212.0","35.203.215.255","GCP"
"35.203.216.0/22","35.203.216.0","35.203.219.255","GCP"
"35.203.232.0/21","35.203.232.0","35.203.239.255","GCP"
"35.204.0.0/16","35.204.0.0","35.204.255.255","GCP"
"35.205.0.0/16","35.205.0.0","35.205.255.255","GCP"
"35.206.64.0/18","35.206.64.0","35.206.127.255","GCP"
"35.206.128.0/18","35.206.128.0","35.206.191.255","GCP"
"35.206.192.0/18","35.206.192.0","35.206.255.255","GCP"
"35.207.0.0/18","35.207.0.0","35.207.63.255","GCP"
"35.207.64.0/18","35.207.64.0","35.207.127.255","GCP"
"35.207.128.0/18","35.207.128.0","35.207.191.255","GCP"
"35.207.192.0/18","35.207.192.0","35.207.255.255","GCP"
"35.208.0.0/15","35.208.0.0","35.209.255.255","GCP"
"35.210.0.0/16","35.210.0.0","35.210.255.255","GCP"
"35.211.0.0/16","35.211.0.0","35.211.255.255","GCP"
"35.212.0.0/17","35.212.0.0","35.212.127.255","GCP"
"35.212.128.0/17","35.212.128.0","35.212.255.255","GCP"
"35.213.0.0/17","35.213.0.0","35.213.127.255","GCP"
"35.213.128.0/18","35.213.128.0","35.213.191.255","GCP"
"35.213.192.0/18","35.213.192.0","35.213.255.255","GCP"
"35.214.0.0/17","35.214.0.0","35.214.127.255","GCP"
"35.214.128.0/17","35.214.128.0","35.214.255.255","GCP"
"35.215.0.0/18","35.215.0.0","35.215.63.255","GCP"
"35.215.64.0/18","35.215.64.0","35.215.127.255","GCP"
"35.215.128.0/18","35.215.128.0","35.215.191.255","GCP"
"35.215.192.0/18","35.215.192.0","35.215.255.255","GCP"
"35.216.0.0/17","35.216.0.0","35.216.127.255","GCP"
"35.216.128.0/17","35.216.128.0","35.216.255.255","GCP"
"35.217.0.0/18","35.217.0.0","35.217.63.255","GCP"
"35.217.64.0/18","35.217.64.0","35.217.127.255","GCP"
"35.217.128.0/17","35.217.128.0","35.217.255.255","GCP"
"35.219.0.0/17","35.219.0.0","35.219.127.255","GCP"
"35.219.128.0/18","35.219.128.0","35.219.191.255","GCP"
"35.220.0.0/20","35.220.0.0","35.220.15.255","GCP"
"35.220.16.0/23","35.220.16.0","35.220.17.255","GCP"
"35.220.18.0/23","35.220.18.0","35.220.19.255","GCP"
"35.220.20.0/22","35.220.20.0","35.220.23.255","GCP"
"35.220.24.0/23","35.220.24.0","35.220.25.255","GCP"
"35.220.26.0/24","35.220.26.0","35.220.26.255","GCP"
"35.220.27.0/24","35.220.27.0","35.220.27.255","GCP"
"35.220.31.0/24","35.220.31.0","35.220.31.255","GCP"
"35.220.32.0/21","35.220.32.0","35.220.39.255","GCP"
"35.220.40.0/24","35.220.40.0","35.220.40.255","GCP"
"35.220.41.0/24","35.220.41.0","35.220.41.255","GCP"
"35.220.42.0/24","35.220.42.0","35.220.42.255","GCP"
"35.220.43.0/24","35.220.43.0","35.220.43.255","GCP"
"35.220.44.0/24","35.220.44.0","35.220.44.255","GCP"
"35.220.45.0/24","35.220.45.0","35.220.45.255","GCP"
"35.220.47.0/24","35.220.47.0","35.220.47.255","GCP"
"35.220.48.0/21","35.220.48.0","35.220.55.255","GCP"
"35.220.56.0/22","35.220.56.0","35.220.59.255","GCP"
"35.220.60.0/22","35.220.60.0","35.220.63.255","GCP"
"35.220.64.0/19","35.220.64.0","35.220.95.255","GCP"
"35.220.96.0/19","35.220.96.0","35.220.127.255","GCP"
"35.220.128.0/17","35.220.128.0","35.220.255.255","GCP"
"35.221.0.0/18","35.221.0.0","35.221.63.255","GCP"
"35.221.64.0/18","35.221.64.0","35.221.127.255","GCP"
"35.221.128.0/17","35.221.128.0","35.221.255.255","GCP"
"35.222.0.0/15","35.222.0.0","35.223.255.255","GCP"
"35.224.0.0/15","35.224.0.0","35.225.255.255","GCP"
"35.226.0.0/16","35.226.0.0","35.226.255.255","GCP"
"35.227.0.0/17","35.227.0.0","35.227.127.255","GCP"
"35.227.128.0/18","35.227.128.0","35.227.191.255","GCP"
"35.227.192.0/18","35.227.192.0","35.227.255.255","GCP"
"35.228.0.0/16","35.228.0.0","35.228.255.255","GCP"
"35.229.16.0/20","35.229.16.0","35.229.31.255","GCP"
"35.229.32.0/19","35.229.32.0","35.229.63.255","GCP"
"35.229.64.0/18","35.229.64.0","35.229.127.255","GCP"
"35.229.128.0/17","35.229.128.0","35.229.255.255","GCP"
"35.230.0.0/17","35.230.0.0","35.230.127.255","GCP"
"35.230.128.0/19","35.230.128.0","35.230.159.255","GCP"
"35.230.160.0/19","35.230.160.0","35.230.191.255","GCP"
"35.230.240.0/20","35.230.240.0","35.230.255.255","GCP"
"35.231.0.0/16","35.231.0.0","35.231.255.255","GCP"
"35.232.0.0/16","35.232.0.0","35.232.255.255","GCP"
"35.233.0.0/17","35.233.0.0","35.233.127.255","GCP"
"35.233.128.0/17","35.233.128.0","35.233.255.255","GCP"
"35.234.0.0/18","35.234.0.0","35.234.63.255","GCP"
"35.234.64.0/18","35.234.64.0","35.234.127.255","GCP"
"35.234.128.0/19","35.234.128.0","35.234.159.255","GCP"
"35.234.160.0/20","35.234.160.0","35.234.175.255","GCP"
"35.234.176.0/20","35.234.176.0","35.234.191.255","GCP"
"35.234.192.0/20","35.234.192.0","35.234.207.255","GCP"
"35.234.208.0/20","35.234.208.0","35.234.223.255","GCP"
"35.234.224.0/20","35.234.224.0","35.234.239.255","GCP"
"35.234.240.0/20","35.234.240.0","35.234.255.255","GCP"
"35.235.0.0/20","35.235.0.0","35.235.15.255","GCP"
"35.235.16.0/20","35.235.16.0","35.235.31.255","GCP"
"35.235.32.0/20","35.235.32.0","35.235.47.255","GCP"
"35.235.48.0/20","35.235.48.0","35.235.63.255","GCP"
"35.235.64.0/18","35.235.64.0","35.235.127.255","GCP"
"35.235.216.0/21","35.235.216.0","35.235.223.255","GCP"
"35.236.0.0/17","35.236.0.0","35.236.127.255","GCP"
"35.236.128.0/18","35.236.128.0","35.236.191.255","GCP"
"35.236.192.0/18","35.236.192.0","35.236.255.255","GCP"
"35.237.0.0/16","35.237.0.0","35.237.255.255","GCP"
"35.238.0.0/15","35.238.0.0","35.239.255.255","GCP"
"35.240.0.0/17","35.240.0.0","35.240.127.255","GCP"
"35.240.128.0/17","35.240.128.0","35.240.255.255","GCP"
"35.241.0.0/18","35.241.0.0","35.241.63.255","GCP"
"35.241.64.0/18","35.241.64.0","35.241.127.255","GCP"
"35.241.128.0/17","35.241.128.0","35.241.255.255","GCP"
"35.242.0.0/20","35.242.0.0","35.242.15.255","GCP"
"35.242.16.0/23","35.242.16.0","35.242.17.255","GCP"
"35.242.18.0/23","35.242.18.0","35.242.19.255","GCP"
"35.242.20.0/22","35.242.20.0","35.242.23.255","GCP"
"35.242.24.0/23","35.242.24.0","35.242.25.255","GCP"
"35.242.26.0/24","35.242.26.0","35.242.26.255","GCP"
"35.242.27.0/24","35.242.27.0","35.242.27.255","GCP"
"35.242.31.0/24","35.242.31.0","35.242.31.255","GCP"
"35.242.32.0/21","35.242.32.0","35.242.39.255","GCP"
"35.242.40.0/24","35.242.40.0","35.242.40.255","GCP"
"35.242.41.0/24","35.242.41.0","35.242.41.255","GCP"
"35.242.42.0/24","35.242.42.0","35.242.42.255","GCP"
"35.242.43.0/24","35.242.43.0","35.242.43.255","GCP"
"35.242.44.0/24","35.242.44.0","35.242.44.255","GCP"
"35.242.45.0/24","35.242.45.0","35.242.45.255","GCP"
"35.242.47.0/24","35.242.47.0","35.242.47.255","GCP"
"35.242.48.0/21","35.242.48.0","35.242.55.255","GCP"
"35.242.56.0/22","35.242.56.0","35.242.59.255","GCP"
"35.242.60.0/22","35.242.60.0","35.242.63.255","GCP"
"35.242.64.0/19","35.242.64.0","35.242.95.255","GCP"
"35.242.96.0/19","35.242.96.0","35.242.127.255","GCP"
"35.242.128.0/18","35.242.128.0","35.242.191.255","GCP"
"35.242.192.0/18","35.242.192.0","35.242.255.255","GCP"
"35.243.0.0/21","35.243.0.0","35.243.7.255","GCP"
"35.243.8.0/21","35.243.8.0","35.243.15.255","GCP"
"35.243.32.0/21","35.243.32.0","35.243.39.255","GCP"
"35.243.40.0/21","35.243.40.0","35.243.47.255","GCP"
"35.243.56.0/21","35.243.56.0","35.243.63.255","GCP"
"35.243.64.0/18","35.243.64.0","35.243.127.255","GCP"
"35.243.128.0/17","35.243.128.0","35.243.255.255","GCP"
"35.244.0.0/18","35.244.0.0","35.244.63.255","GCP"
"35.244.64.0/18","35.244.64.0","35.244.127.255","GCP"
"35.244.128.0/17","35.244.128.0","35.244.255.255","GCP"
"35.245.0.0/16","35.245.0.0","35.245.255.255","GCP"
"35.246.0.0/17","35.246.0.0","35.246.127.255","GCP"
"35.246.128.0/17","35.246.128.0","35.246.255.255","GCP"
"35.247.0.0/17","35.247.0.0","35.247.127.255","GCP"
"35.247.128.0/18","35.247.128.0","35.247.191.255","GCP"
"35.247.192.0/18","35.247.192.0","35.247.255.255","GCP"
"104.154.16.0/20","104.154.16.0","104.154.31.255","GCP"
"104.154.32.0/19","104.154.32.0","104.154.63.255","GCP"
"104.154.64.0/19","104.154.64.0","104.154.95.255","GCP"
"104.154.96.0/20","104.154.96.0","104.154.111.255","GCP"
"104.154.113.0/24","104.154.113.0","104.154.113.255","GCP"
"104.154.114.0/23","104.154.114.0","104.154.115.255","GCP"
"104.154.116.0/22","104.154.116.0","104.154.119.255","GCP"
"104.154.120.0/23","104.154.120.0","104.154.121.255","GCP"
"104.154.128.0/17","104.154.128.0","104.154.255.255","GCP"
"104.155.0.0/17","104.155.0.0","104.155.127.255","GCP"
"104.155.128.0/18","104.155.128.0","104.155.191.255","GCP"
"104.155.192.0/19","104.155.192.0","104.155.223.255","GCP"
"104.155.224.0/20","104.155.224.0","104.155.239.255","GCP"
"104.196.0.0/18","104.196.0.0","104.196.63.255","GCP"
"104.196.65.0/24","104.196.65.0","104.196.65.255","GCP"
"104.196.66.0/23","104.196.66.0","104.196.67.255","GCP"
"104.196.68.0/22","104.196.68.0","104.196.71.255","GCP"
"104.196.96.0/19","104.196.96.0","104.196.127.255","GCP"
"104.196.128.0/18","104.196.128.0","104.196.191.255","GCP"
"104.196.192.0/19","104.196.192.0","104.196.223.255","GCP"
"104.196.224.0/19","104.196.224.0","104.196.255.255","GCP"
"104.197.0.0/16","104.197.0.0","104.197.255.255","GCP"
"104.198.0.0/20","104.198.0.0","104.198.15.255","GCP"
"104.198.16.0/20","104.198.16.0","104.198.31.255","GCP"
"104.198.32.0/19","104.198.32.0","104.198.63.255","GCP"
"104.198.64.0/20","104.198.64.0","104.198.79.255","GCP"
"104.198.80.0/20","104.198.80.0","104.198.95.255","GCP"
"104.198.96.0/20","104.198.96.0","104.198.111.255","GCP"
"104.198.112.0/20","104.198.112.0","104.198.127.255","GCP"
"104.198.128.0/17","104.198.128.0","104.198.255.255","GCP"
"104.199.0.0/18","104.199.0.0","104.199.63.255","GCP"
"104.199.66.0/23","104.199.66.0","104.199.67.255","GCP"
"104.199.68.0/22","104.199.68.0","104.199.71.255","GCP"
"104.199.72.0/21","104.199.72.0","104.199.79.255","GCP"
"104.199.80.0/20","104.199.80.0","104.199.95.255","GCP"
"104.199.96.0/20","104.199.96.0","104.199.111.255","GCP"
"104.199.112.0/20","104.199.112.0","104.199.127.255","GCP"
"104.199.128.0/18","104.199.128.0","104.199.191.255","GCP"
"104.199.192.0/19","104.199.192.0","104.199.223.255","GCP"
"104.199.224.0/20","104.199.224.0","104.199.239.255","GCP"
"104.199.242.0/23","104.199.242.0","104.199.243.255","GCP"
"104.199.244.0/22","104.199.244.0","104.199.247.255","GCP"
"104.199.248.0/21","104.199.248.0","104.199.255.255","GCP"
"107.167.176.0/20","107.167.176.0","107.167.191.255","GCP"
"107.178.208.0/20","107.178.208.0","107.178.223.255","GCP"
"107.178.240.0/20","107.178.240.0","107.178.255.255","GCP"
"108.59.80.0/21","108.59.80.0","108.59.87.255","GCP"
"130.211.4.0/22","130.211.4.0","130.211.7.255","GCP"
"130.211.8.0/21","130.211.8.0","130.211.15.255","GCP"
"130.211.16.0/20","130.211.16.0","130.211.31.255","GCP"
"130.211.32.0/20","130.211.32.0","130.211.47.255","GCP"
"130.211.48.0/20","130.211.48.0","130.211.63.255","GCP"
"130.211.64.0/19","130.211.64.0","130.211.95.255","GCP"
"130.211.96.0/20","130.211.96.0","130.211.111.255","GCP"
"130.211.112.0/20","130.211.112.0","130.211.127.255","GCP"
"130.211.128.0/18","130.211.128.0","130.211.191.255","GCP"
"130.211.192.0/19","130.211.192.0","130.211.223.255","GCP"
"130.211.224.0/20","130.211.224.0","130.211.239.255","GCP"
"130.211.240.0/20","130.211.240.0","130.211.255.255","GCP"
"146.148.2.0/23","146.148.2.0","146.148.3.255","GCP"
"146.148.4.0/22","146.148.4.0","146.148.7.255","GCP"
"146.148.8.0/21","146.148.8.0","146.148.15.255","GCP"
"146.148.16.0/20","146.148.16.0","146.148.31.255","GCP"
"146.148.32.0/19","146.148.32.0","146.148.63.255","GCP"
"146.148.64.0/19","146.148.64.0","146.148.95.255","GCP"
"146.148.96.0/20","146.148.96.0","146.148.111.255","GCP"
"146.148.112.0/20","146.148.112.0","146.148.127.255","GCP"
"162.216.148.0/22","162.216.148.0","162.216.151.255","GCP"
"162.222.176.0/21","162.222.176.0","162.222.183.255","GCP"
"173.255.112.0/21","173.255.112.0","173.255.119.255","GCP"
"192.158.28.0/22","192.158.28.0","192.158.31.255","GCP"
"199.192.115.0/24","199.192.115.0","199.192.115.255","GCP"
"199.223.232.0/22","199.223.232.0","199.223.235.255","GCP"
"199.223.236.0/24","199.223.236.0","199.223.236.255","GCP"
"13.64.0.0/16","13.64.0.0","13.64.255.255","Azure"
"13.64.26.88/32","13.64.26.88","13.64.26.88","Azure"
"13.64.28.87/32","13.64.28.87","13.64.28.87","Azure"
"13.64.29.32/32","13.64.29.32","13.64.29.32","Azure"
"13.64.29.161/32","13.64.29.161","13.64.29.161","Azure"
"13.64.30.76/32","13.64.30.76","13.64.30.76","Azure"
"13.64.30.117/32","13.64.30.117","13.64.30.117","Azure"
"13.64.30.118/32","13.64.30.118","13.64.30.118","Azure"
"13.64.31.116/32","13.64.31.116","13.64.31.116","Azure"
"13.64.32.141/32","13.64.32.141","13.64.32.141","Azure"
"13.64.38.225/32","13.64.38.225","13.64.38.225","Azure"
"13.64.39.16/32","13.64.39.16","13.64.39.16","Azure"
"13.64.69.151/32","13.64.69.151","13.64.69.151","Azure"
"13.64.73.110/32","13.64.73.110","13.64.73.110","Azure"
"13.64.113.68/32","13.64.113.68","13.64.113.68","Azure"
"13.64.114.48/32","13.64.114.48","13.64.114.48","Azure"
"13.64.115.203/32","13.64.115.203","13.64.115.203","Azure"
"13.64.151.161/32","13.64.151.161","13.64.151.161","Azure"
"13.64.155.40/32","13.64.155.40","13.64.155.40","Azure"
"13.64.194.140/32","13.64.194.140","13.64.194.140","Azure"
"13.64.195.117/32","13.64.195.117","13.64.195.117","Azure"
"13.64.196.27/32","13.64.196.27","13.64.196.27","Azure"
"13.64.198.19/32","13.64.198.19","13.64.198.19","Azure"
"13.64.198.97/32","13.64.198.97","13.64.198.97","Azure"
"13.64.199.41/32","13.64.199.41","13.64.199.41","Azure"
"13.64.252.115/32","13.64.252.115","13.64.252.115","Azure"
"13.64.254.98/32","13.64.254.98","13.64.254.98","Azure"
"13.65.0.0/16","13.65.0.0","13.65.255.255","Azure"
"13.65.24.129/32","13.65.24.129","13.65.24.129","Azure"
"13.65.30.245/32","13.65.30.245","13.65.30.245","Azure"
"13.65.31.249/32","13.65.31.249","13.65.31.249","Azure"
"13.65.37.122/32","13.65.37.122","13.65.37.122","Azure"
"13.65.39.165/32","13.65.39.165","13.65.39.165","Azure"
"13.65.39.207/32","13.65.39.207","13.65.39.207","Azure"
"13.65.39.247/32","13.65.39.247","13.65.39.247","Azure"
"13.65.42.35/32","13.65.42.35","13.65.42.35","Azure"
"13.65.42.183/32","13.65.42.183","13.65.42.183","Azure"
"13.65.45.30/32","13.65.45.30","13.65.45.30","Azure"
"13.65.82.17/32","13.65.82.17","13.65.82.17","Azure"
"13.65.82.190/32","13.65.82.190","13.65.82.190","Azure"
"13.65.85.146/32","13.65.85.146","13.65.85.146","Azure"
"13.65.85.183/32","13.65.85.183","13.65.85.183","Azure"
"13.65.86.56/32","13.65.86.56","13.65.86.56","Azure"
"13.65.86.57/32","13.65.86.57","13.65.86.57","Azure"
"13.65.89.91/32","13.65.89.91","13.65.89.91","Azure"
"13.65.91.57/32","13.65.91.57","13.65.91.57","Azure"
"13.65.92.72/32","13.65.92.72","13.65.92.72","Azure"
"13.65.92.252/32","13.65.92.252","13.65.92.252","Azure"
"13.65.94.204/32","13.65.94.204","13.65.94.204","Azure"
"13.65.95.109/32","13.65.95.109","13.65.95.109","Azure"
"13.65.95.152/32","13.65.95.152","13.65.95.152","Azure"
"13.65.96.175/32","13.65.96.175","13.65.96.175","Azure"
"13.65.97.243/32","13.65.97.243","13.65.97.243","Azure"
"13.65.98.39/32","13.65.98.39","13.65.98.39","Azure"
"13.65.107.32/28","13.65.107.32","13.65.107.47","Azure"
"13.65.145.92/32","13.65.145.92","13.65.145.92","Azure"
"13.65.160.16/28","13.65.160.16","13.65.160.31","Azure"
"13.65.160.48/28","13.65.160.48","13.65.160.63","Azure"
"13.65.160.64/28","13.65.160.64","13.65.160.79","Azure"
"13.65.192.161/32","13.65.192.161","13.65.192.161","Azure"
"13.65.193.29/32","13.65.193.29","13.65.193.29","Azure"
"13.65.200.105/32","13.65.200.105","13.65.200.105","Azure"
